x,y
379.5779306728588,407.60085650576804
383.12916613445486,412.214162238022
386.2500857685693,414.9364953089758
388.39834129383763,416.26943901757346
389.1856943192408,416.69623991309106
389.0165919725466,416.6045801682774
388.5496201775134,416.3515035563967
388.3374900823364,416.23658179006173
388.38219847219875,416.2608433091345
388.50743671127674,416.32865685561603
388.5648361301391,416.35957816741507
388.5531591972543,416.3531366127096
388.51927507350945,416.33501011591073
388.5028689015313,416.32682120246324
388.5053881182341,416.3286101318665
388.5156546175164,416.3332910083767
388.5235916180653,416.3349717781317
388.5250641779167,416.3341793569826
388.51791856722696,416.33358096445505
388.5026676007959,416.3350859652684
388.4942467980968,416.33649457523234
388.51244795096216,416.334223417639
388.5654392364498,416.32651978587245
388.5978224920387,416.32164496333985
388.53258610307796,416.33126513131543
388.336085720871,416.3605465313062
388.21429707744585,416.3787400924842
388.45546847200643,416.3427653695488
389.18769020871804,416.2334601077918
389.6449843123383,416.16518352645534
388.7513942399913,416.2985875007184
385.7527263399249,416.7462830942554
381.71035012635497,417.3498086325244
378.3212523581208,417.8558015803656
376.9646526741074,418.0583423470712
377.2061463477287,418.0222872642732
377.970194195926,417.90821467589143
378.3354101513138,417.8536878168126
378.2716526780861,417.86320682798197
378.0669143390751,417.89377432755066
377.9685505148209,417.90846007799945
377.98537871459087,417.90594762238027
378.04024063094795,417.8977567207111
378.06673241565085,417.8938014888027
378.06229202210125,417.89446444100105
378.0475913918033,417.8966592497759
378.0404566668541,417.8977244663822
378.0416279940659,417.897549586781
378.04556706838935,417.8969614818562
378.0474885393945,417.8966746060408
378.0471796505918,417.896720723514
378.04612417945447,417.89687830519995
378.0456067087266,417.8969555621761
378.04568813576236,417.8969434040577
378.045970950865,417.8969011814979
378.0461103302975,417.896880377953
378.04608888718855,417.8968835833031
378.04601308141986,417.8968948943655
378.0459754562301,417.8969004900183
378.04598104438304,417.89689964112006
378.0460014601728,417.8968966180899
378.04601193178456,417.89689513592594
378.04601068931163,417.8968953761515
378.04600483142053,417.89689615793003
378.04600074592815,417.89689646506866
378.04600021298734,417.8968963393226
378.04600321914137,417.89689623427114
378.0460090364258,417.8968964943821
378.04601240330186,417.8968967619667
378.0460062765122,417.8968964033857
378.0459871295311,417.89689505569135
378.0459741390852,417.8968941055962
378.045995489967,417.89689563403294
378.04606616623175,417.89690075858545
378.0461149910864,417.8969043084801
378.046036273962,417.8968985939924
378.0457730597354,417.89687946826643
378.04558989062957,417.8968661561693
378.04588132368866,417.89688733418683
378.04686221209295,417.8969586186794
378.0475492600934,417.8970085494998
378.0464700094434,417.89693011619454
378.04281453676765,417.8966644576211
378.0402376411087,417.89647718358475
378.0442342901903,417.8967676370145
378.0578569633924,417.89775765476577
378.0675215954704,417.8984600248422
378.0527219699907,417.8973844729149
378.0019557729274,417.8936950766835
377.9657103591445,417.89106096773975
378.020510987533,417.89504356332566
378.20969321108373,417.90879224307577
378.3456185148775,417.91867051513236
378.1427100580649,417.90392429141525
377.4377258034619,417.8526900762419
376.9280109097062,417.81564691907374
377.6792778574369,417.87024469512585
380.5125777647998,418.0761967232673
384.5045930585256,418.3667577382197
387.97827703027485,418.6205406322313
389.4949487699477,418.73317746997327
389.34528726889914,418.7237990594414
388.57427701737674,418.6654034118194
388.1201056511438,418.624511798757
388.12484784423657,418.6191204786036
388.3800560561403,418.6458605317232
388.6759094651655,418.69644499428927
388.80368196502906,418.7272675729431
388.5551339856592,418.6790246225828
387.8286599547054,418.51793786790023
387.3115753011543,418.399606926035
388.04512327292156,418.56459062336756
390.8477926244912,419.20160204683845
394.8596848726454,420.10862092545426
398.4608644480337,420.90668817687435
400.22677295410057,421.26657831717495
400.2381542022649,421.2416258092045
399.26380513122825,421.0600280545325
398.0844148178543,420.93110389408827
397.5444733247983,420.91303602692346
398.51790649719266,420.99427765588365
401.664408175883,421.158391471829
405.9876510298262,421.3540521252187
409.72012320756676,421.51368742307676
411.3293098473575,421.57945289067135
411.1512732866742,421.57017093735897
410.4003741357827,421.54070015655276
410.1516450623554,421.5386901370256
410.3400613709437,421.5532333754734
410.359731177831,421.5456416526663
409.7438983906919,421.4879135021694
409.16217309967175,421.43866730310714
409.82830408664086,421.4979985659779
412.71216723943604,421.7466667438094
416.788611343238,422.10733488418833
420.06829666843066,422.4262586825633
420.87722996514265,422.56851011373004
420.1647152082237,422.55669032160904
420.15966458259516,422.49024100643965
422.8066570621206,422.45848477394054
427.6343162700968,422.46302282559304
432.98186195078364,422.4622700604287
437.3653677414566,422.41896035997297
440.8448199051468,422.3343557822215
444.24733424576885,422.22886202181985
448.26608438359114,422.12235298621704
452.4182172225396,422.0290507077967
455.63113587173086,421.96034296509134
456.98031656827607,421.92607473099144
456.84114602108235,421.9231208334469
456.2469028569724,421.9417918379323
456.11661100471554,421.9710004050267
456.34048447035207,421.9880491753951
456.2832454708127,421.9643106659725
455.4569562417007,421.8818577840279
454.6946340916795,421.8164411335092
455.51022768936537,421.8921006831568
459.14483807833943,422.21078119258414
464.3849812704833,422.6761562522617
468.74022666707623,423.08875301684714
470.0585438655434,423.2714404549754
469.30160547677076,423.254100009938
469.0658145154837,423.17529708905084
471.6329973666114,423.1615717873584
476.3190570512145,423.2223981426895
480.8684553230542,423.3052248433471
483.2287189097137,423.3605417218269
483.32939166750725,423.37173001374066
482.1597833620404,423.33975767846067
480.71973346702623,423.2712274313157
480.0139683854964,423.2231589595432
481.04985144687225,423.2797763224954
484.63949337614787,423.51103024963027
489.7742283417508,423.85131813207676
494.45393516117554,424.1612254030178
496.86038178502264,424.3145389139511
496.98447019724756,424.3165268317171
495.8112182859282,424.2447060699419
494.3392213478881,424.1740524486822
493.59852653841784,424.1481766594153
494.636621460588,424.1932970386427
498.30612841274075,424.33018093595143
503.5777502352929,424.52879033280203
508.36913072628965,424.73065822976446
510.7845953031336,424.8782686550763
510.8631573200079,424.92643093500305
509.73627209488325,424.836914005433
508.51555311569433,424.59409457006217
507.99494083921536,424.40477137267237
508.78736720479,424.602478132228
511.3831098795073,425.47047060548954
515.0684684575549,426.775158783787
518.4374909306385,427.98578170707805
520.2000616146848,428.61506603971685
520.3200202429964,428.65100399887496
519.4887346836625,428.35733050866395
518.4114638693312,427.9992161736436
517.8440790260623,427.8218728916424
518.5720820626474,428.05882784780306
521.2485651705047,428.9025569485428
525.153405986065,430.1225214371065
528.7552639433868,431.2382892000249
530.6427033167329,431.8084182489944
530.7690641869299,431.8333715859031
529.9012099782824,431.5770254585291
528.8143692169224,431.299213026774
528.257525655286,431.1797890393541
528.9638776024814,431.3505036321613
531.5453984569607,431.9186567837652
535.3177341887842,432.73667554937185
538.8097933514813,433.5023053344134
540.659101158248,433.93353637693525
540.8004284512873,433.99137485037176
539.9629372600955,433.78564201230745
538.8875910293817,433.44060956867065
538.3191707865753,433.215529209078
539.0048163736253,433.4530542855957
541.571849790259,434.4464839079571
545.3170870025335,435.927532959005
548.7078534817757,437.277802330058
550.3333975099388,437.92752096713417
550.2941048576545,437.91290965129326
549.6409309270382,437.6513837535208
549.3584372842082,437.5343514950869
549.5081575699658,437.59009712097793
549.5657889413319,437.6164337630018
549.077819053889,437.43780083668304
548.5128945789374,437.22734437453107
548.930196728146,437.3815160410283
551.2668603836203,438.2512707657328
554.9259996625595,439.61510523638674
558.3195658605142,440.8816389270635
559.9729773866962,441.501524088158
559.9450898277145,441.4939945193819
559.2944145040549,441.24894531282223
559.0183798327281,441.1345839577248
559.1808768076988,441.1844458127629
559.2317751567125,441.21194029381513
558.6915490346297,441.05278614543266
558.0639420447277,440.8589276459876
558.5052090363429,440.99216072483216
561.0482968717102,441.776030886386
565.0744711983012,443.02009338513693
568.8591327034079,444.18976696654636
570.7862869355067,444.78418517045947
570.8366480711245,444.79834693462567
570.0695259209723,444.5622141599332
569.5066692705325,444.3936424977666
569.4445230265591,444.37970533241383
569.6852135791013,444.4501903210363
570.0194692926049,444.5331838638439
570.2140394677077,444.57358731470765
570.0191853343806,444.52786403619405
569.248352324732,444.36533006838084
568.531411658733,444.2176032536364
569.0646068279617,444.32889371376876
571.9210236297386,444.91807068117333
576.4222083869267,445.8446399321441
580.6638221284348,446.71659228573697
582.8488068688774,447.1641295536163
582.9266596879431,447.17843288306756
582.0801354897139,447.0055740910154
581.4571173616812,446.8839106224431
581.3939474837538,446.8773005417471
581.6488442612379,446.9252924181055
581.9701620710543,446.9673903621682
582.1407044811688,446.97858458086296
581.9680336236077,446.9593690668759
581.3090967433795,446.91312536944145
580.6897772551617,446.87512215807874
581.120983861496,446.9037484841865
583.5189444258735,447.05164840130016
587.3356792942332,447.2845821694587
590.9521509086492,447.50475514092545
592.8297340619625,447.6192492375102
592.9040899241213,447.6241041567874
592.1988578663941,447.5810077108186
591.7113325373606,447.5501361763776
591.7020907791336,447.54832435932013
591.8832241106309,447.5601394041591
591.9709412837494,447.5700501736278
591.9293796584276,447.57220036526024
591.9088911134944,447.56800026321775
592.0467964096987,447.55934354092363
592.2238113364176,447.5526046015176
592.1262174915887,447.5575529774499
591.4879274195479,447.5821870874111
590.8195161851037,447.6070349827693
591.2252468781397,447.59162611164567
593.7211598813071,447.4987653453069
597.7742096435683,447.348373864351
601.6567641597716,447.20441841712176
603.7117042513138,447.1282484497092
603.8229338666081,447.1241294616454
603.0732079352933,447.15191805025756
602.5278320623456,447.1721195433013
602.4968150698274,447.17325395773236
602.6973966729089,447.16582769079105
602.8438289479893,447.1604541587398
602.8522668496648,447.1601987397418
602.7987181509235,447.16215079431123
602.7601045666456,447.1633794244505
602.7585539887922,447.16322230079993
602.7724302796631,447.1628290081875
602.7799937121536,447.1633032206362
602.7774331833332,447.16420101315276
602.7753832940352,447.16383150745276
602.7838406324789,447.16070915420397
602.7957459856933,447.1572641378892
602.7901767934239,447.1591094414509
602.748852295452,447.17109686722324
602.7036671872938,447.18400890969815
602.7276585822262,447.1770916391854
602.8841275766122,447.1323726031837
603.0533440396961,447.0840621038051
602.9641783118619,447.1095349052459
602.3810496444594,447.2760168549309
601.7479775230454,447.4567436014157
602.0760715976945,447.36307631432805
604.3137288651945,446.7242791897944
608.033228789802,445.6624576386512
611.6484686417398,444.63040123020596
613.6158883146973,444.0687546593358
613.7628387715808,444.0268041689749
613.0808021989977,444.22150766669256
612.5602112216544,444.37012269800675
612.51963271423,444.3817067986687
612.7021007254554,444.329616980019
612.842048274002,444.28966562202334
612.8532444975538,444.2864693782734
612.8044290252462,444.30040491925035
612.7668083135117,444.3111446981015
612.7637214160766,444.3120259878128
612.7767807355268,444.3082978664416
612.7868939149482,444.30541061341563
612.7877445511625,444.3051675483387
612.7842508580298,444.3061650132527
612.7815317315618,444.30694202042633
612.7812968678583,444.3070099311617
612.7822317832148,444.30674264295243
612.7829649200949,444.3065304929379
612.783032042976,444.3065081020958
612.782780822394,444.30658126690935
612.7825754950479,444.30665052182945
612.7825476765031,444.30667054025577
612.7826190004722,444.30664486559596
612.7827049291121,444.3065807391503
612.7827475893681,444.30652339240964
612.7827133887139,444.30655265012354
612.7825758999915,444.3067392602325
612.7824332209118,444.3069489191945
612.7824978325101,444.3068589717704
612.7829605010869,444.3061784836377
612.7834894702177,444.30539570755326
612.7832688136615,444.3057208914095
612.7815601735086,444.30824955295986
612.7795832093866,444.3111766117202
612.7803877633254,444.3099857633537
612.786742786449,444.30057656895076
612.7941357158514,444.28963030898586
612.7911882986218,444.2939942737366
612.7675399410422,444.32900897247094
612.7398932034532,444.3699439261104
612.750691628643,444.35395533717053
612.8386939184949,444.2236553413064
612.942080275803,444.0705770044347
612.9025290514561,444.1291382603916
612.5750518656669,444.6140152250094
612.1884416273301,445.1864471660409
612.3332603672123,444.9720222402712
613.5805602731631,443.12521566688275
615.7448362571033,439.9206929732794
617.9019328631495,436.7267962788511
619.1306062255827,434.90755703260186
619.262944644392,434.7115994784065
618.8729726579442,435.2890138220325
618.5498594615541,435.76746509023144
618.5137145684505,435.82102496011987
618.6179908855682,435.6666139156691
618.7046589223257,435.5381585249072
618.7143401568235,435.5236666551789
618.6865220865996,435.56490938273794
618.6638554283234,435.5989571590262
618.6619643070044,435.6023457419432
618.6691503890407,435.5915082325643
618.6729170022824,435.58412105316813
618.6706103377956,435.5853359963088
618.669614254942,435.587532343537
618.6772521708091,435.5829585542921
618.6884389605243,435.57462203963905
618.6853246643307,435.5765980896488
618.6510871727919,435.6022315000889
618.608561600158,435.63443675074717
618.6217359232727,435.62455035160167
618.7506864610363,435.52686132172585
618.9098707984148,435.40617040285616
618.8613136597409,435.4429613780787
618.3811172375656,435.80704749931135
617.7859240085799,436.2583508062088
617.9631625701769,436.12396673544487
619.7852572634276,434.7423666966482
623.0309460929437,432.2813184726715
626.313976060555,429.7919535505995
628.2329302698984,428.33690174912454
628.4750548204659,428.15331036363597
627.8973866674106,428.59132868284485
627.3946962347342,428.97249446513456
627.3286611862177,429.02256503506516
627.4831251434138,428.90544252669497
627.618241414823,428.8029922654865
627.6362950218653,428.7893055996145
627.5949804934145,428.8206317688124
627.5585208892793,428.8482699139924
627.5534053666848,428.8521393204934
627.5645027718557,428.8437271537397
627.5748719007518,428.8358924281374
627.5769957667125,428.83431733414034
627.5738433073502,428.8366987166329
627.568927016845,428.8403234828218
627.5656193767977,428.84269942925573
627.5671357177923,428.841582280099
627.5763812615463,428.8349550837781
627.5874838388994,428.8270302541298
627.5846331370985,428.8290733633603
627.5526690347472,428.85188447245883
627.5115109607125,428.8812471208343
627.5211451359704,428.8743717401476
627.6393986197264,428.79000953020045
627.7931518874041,428.68032435728793
627.7584106624975,428.70510880528747
627.318691064927,429.0187975485098
626.744005594979,429.4287680187031
626.869817830629,429.3390156292766
628.5318311250963,428.15336477697963
631.5816736467183,425.97766140823273
634.7171537609826,423.74086577869105
636.6011473778683,422.39685832617283
636.8757541240044,422.20095877023033
636.3412834599333,422.58224061136934
635.8501612290278,422.9325984532714
635.7754674918419,422.9858836334512
635.918341274982,422.883960024265
636.0502845074024,422.7898340750504
636.0705975773491,422.7753430931705
636.032405709064,422.8025884909726
635.9969588501583,422.8278756480324
635.9914356918349,422.831815770692
636.0016445902598,422.82453292459934
636.0111673212217,422.81773957813925
636.0126688098786,422.8166684429057
636.0099399803116,422.81861514125876
636.0073817572833,422.82044013194934
636.0069736435094,422.820731273038
636.0077030395837,422.8202109348852
636.008390279592,422.8197206701182
636.008501188647,422.819641549576
636.0083062311952,422.8197806287458
636.0081216142265,422.8199123311991
636.008091478535,422.81993382946405
636.008143586678,422.81989665644414
636.008193180543,422.81986127706506
636.0082013675565,422.8198554365956
636.008187440459,422.8198653719386
636.0081741182124,422.81987487579175
636.0081718943817,422.81987646223297
636.0081756166255,422.81987380685064
636.0081791952831,422.81987125390003
636.0081797992478,422.8198708230424
636.0081788044423,422.8198715327188
636.0081778431488,422.81987221848857
636.008177679144,422.81987233548654
636.0081779450087,422.8198721458235
636.0081782032258,422.819871961616
636.0081782477544,422.81987192985025
636.008178176703,422.8198719805369
636.0081781073434,422.81987203001694
636.0081780952552,422.8198720386403
636.0081781142428,422.8198720250948
636.0081781328732,422.8198720118042
636.0081781361542,422.81987200946355
636.0081781310803,422.81987201308345
636.008178126076,422.81987201665333
636.0081781251857,422.8198720172885
636.0081781265416,422.81987201632126
636.0081781278858,422.81987201536236
636.0081781281273,422.81987201518996
636.008178127765,422.8198720154484
636.008178127404,422.819872015706
636.0081781273384,422.8198720157527
636.0081781274354,422.8198720156837
636.0081781275322,422.81987201561446
636.0081781275501,422.81987201560185
636.0081781275243,422.81987201562026
636.0081781274981,422.81987201563885
636.0081781274932,422.8198720156424
636.0081781275002,422.81987201563743
636.0081781275073,422.8198720156324
636.0081781275088,422.8198720156313
636.0081781275069,422.8198720156326
636.0081781275047,422.8198720156344
636.0081781275038,422.8198720156351
636.0081781275044,422.81987201563464
636.0081781275061,422.819872015633
636.0081781275081,422.819872015631
636.0081781275077,422.8198720156311
636.0081781275028,422.81987201563624
636.0081781274956,422.81987201564345
636.0081781274962,422.8198720156431
636.0081781275142,422.8198720156247
636.0081781275409,422.81987201559764
636.0081781275394,422.819872015599
636.0081781274725,422.819872015667
636.0081781273728,422.8198720157681
636.0081781273775,422.8198720157635
636.0081781276263,422.8198720155109
636.008178127998,422.81987201513306
636.0081781279835,422.8198720151481
636.0081781270585,422.8198720160875
636.0081781256694,422.8198720174986
636.0081781257161,422.8198720174511
636.0081781291545,422.81987201395833
636.0081781343441,422.8198720086869
636.0081781342003,422.81987200883304
636.0081781214163,422.81987202181875
636.0081781020293,422.8198720415117
636.0081781024531,422.81987204108117
636.0081781499814,422.81987199280286
636.0081782224058,422.8198719192354
636.0081782212455,422.8198719204141
636.0081780445473,422.8198720999007
636.0081777739952,422.8198723747229
636.0081777767565,422.8198723719178
636.0081784336639,422.8198717046435
636.0081794443354,422.81987067802226
636.0081794398686,422.81987068255955
636.0081769977409,422.8198731632271
636.0081732223551,422.81987699819325
636.0081732172957,422.8198770033328
636.0081822960104,422.8198677813441
636.008196398808,422.81985345598633
636.0081964985611,422.81985335465885
636.0081627486798,422.81988763715685
636.0081100691539,422.8199411480332
636.0081093959043,422.8199418319077
636.0082348578322,422.8198143900294
636.0084316333738,422.81961450911695
636.0084352660324,422.81961081913033
636.0079688822216,422.82008456307676
636.0072338725273,422.8208311721684
636.007216146956,422.82084917747204
636.0089498182477,422.81908814661995
636.0116952315117,422.8162994072076
636.011776896521,422.8162164534196
636.0053325066586,422.82276254403297
635.9950779918715,422.83317888823706
635.9947154856956,422.8335471152263
636.0186700671223,422.80921449973073
636.0569715200967,422.77030860062325
636.0585392426684,422.7687161373754
635.9694988481917,422.8591617036653
635.8264421668404,423.00447600322985
635.8197918756305,423.0112312445789
636.1507532013271,422.675046923984
636.6850638414259,422.1323041755677
636.7128581870131,422.10407119950025
635.4758412181235,423.36060988534325
632.893238108046,425.9839697917021
630.057320319795,428.86464201234725
628.169203355855,430.78255590292673
627.7568618012541,431.20140475564585
628.1722266886652,430.7794848768304
628.6525610251667,430.2915702059667
628.7641321771134,430.17823825160434
628.6532342705733,430.2908862653188
628.5242770430532,430.4218787537131
628.4940903178989,430.45254211088314
628.5236978484971,430.4224673535759
628.5583192034094,430.38729907219005
628.5664863219987,430.3790021448394
628.5585820009059,430.38703113321986
628.5492864263248,430.3964754738024
628.5470755072321,430.398724724042
628.5491855279374,430.39658169594765
628.5516844961558,430.394035598171
628.5522883361881,430.39340938200115
628.551725584581,430.3939798570874
628.551041843593,430.3947029772727
628.5508569151793,430.39493879989743
628.551005065219,430.39479289111097
628.5512364632262,430.3944515956403
628.5513671445472,430.394139690929
628.5513357690488,430.3941535058353
628.5510958445864,430.3947920528339
628.5507592707926,430.39580298727856
628.5507355327085,430.3958980784683
628.5514606979153,430.3936941858826
628.5526766053523,430.3899606709881
628.552808813867,430.38954810904977
628.5501586998882,430.39769262916445
628.5456293056993,430.41162315575576
628.5451018362166,430.41324721175744
628.5549377574325,430.3829940779777
628.5718482558314,430.33097827232064
628.5739093083289,430.3246381045942
628.5373626375103,430.4370542706374
628.474217921938,430.6312857703063
628.4661908845355,430.6559768567529
628.601993265124,430.2382521313754
628.8377780471873,429.51298383480344
628.8689797313867,429.4170081730225
628.3626576182232,430.9744428062913
627.2534351347548,434.38638453914416
626.0070446056513,438.2202519060834
625.1499119072515,440.8567715277669
624.9427832250864,441.4938943851975
625.1141597291986,440.96674436863077
625.3299828914209,440.30287750039895
625.38597182661,440.1306568830125
625.3402409150851,440.271324070719
625.2823112578009,440.4495142978108
625.267177802331,440.49606442733676
625.2793803798598,440.45852958899195
625.2949291477738,440.4107019865214
625.2990193060359,440.398120819569
625.2957633547891,440.4081360572787
625.2915901821422,440.4209725072708
625.2904850976856,440.42437148994685
625.2913538827628,440.4216990902527
625.2924732688601,440.41825636467655
625.2927706665001,440.4173424376719
625.2925386617561,440.41805622358305
625.292240806133,440.4189706399287
625.292165103531,440.41920028470554
625.2922278114671,440.4190068393945
625.2922981551247,440.41879707856646
625.2923011979606,440.4187997206365
625.2922813526478,440.4188629052257
625.2922981328973,440.4187867155926
625.2923623228426,440.4185444609627
625.2923795778364,440.41848316680614
625.2922425969173,440.4189958104206
625.2919825374813,440.419963032117
625.2919320624159,440.4201498124704
625.2924609749218,440.4181837371037
625.2934373768553,440.41455581846554
625.2936266276045,440.41385289198706
625.291656397171,440.4211731919442
625.2880097389609,440.4347217606256
625.2872861393174,440.4374101098986
625.2946066273214,440.4102120982783
625.3082207589516,440.35963125187055
625.3109894033553,440.3493448721266
625.2837953164171,440.4503795681633
625.2329716444722,440.63920566943443
625.2223844412474,440.67854049081416
625.3234013375328,440.3032306071864
625.5131306348908,439.598325959578
625.5535896352194,439.44800791426354
625.1777083567476,440.8445263421773
624.3085511900283,444.0737217706478
623.3071485700232,447.7942523182071
622.595249953111,450.43918572334974
622.4059324823393,451.14256536579603
622.533565039415,450.6683706735127
622.7106444710021,450.0104547313994
622.7617709028618,449.82048605777084
622.7277349134572,449.94693661721607
622.680225445607,450.12348384061767
622.6664356966279,450.1747830026567
622.6755155990196,450.14106359189856
622.6882296853244,450.09369905913144
622.6918867655063,450.0798660820855
622.6894497681755,450.08886189177724
622.6861672140847,450.1015317012007
622.6854294939012,450.1051899065936
622.6861400114168,450.1027725985733
622.6865412129531,450.099521255019
622.6858077940526,450.0988220107453
622.6853870790906,450.0995380618013
622.6870607562956,450.09985928832697
622.6907399428217,450.0989709017265
622.691732187989,450.0985076728206
622.6846673336113,450.1004686416038
622.6706803019723,450.10472922269565
622.6670683062323,450.1058885468654
622.6935339770101,450.09775949985186
622.7458092232449,450.08160182692853
622.7594992575413,450.0773545216567
622.6611504622007,450.1077710850898
622.4660176326208,450.1681475156126
622.4139986793034,450.18424707263705
622.779252835678,450.07122820536654
623.5075682510424,449.8458616646095
623.7051931253687,449.78470839179727
622.3475663040224,450.2048074424323
619.0721605876706,451.2183393971399
615.2253264347665,452.40869312137306
612.4240849130108,453.275501702956
611.6288491869844,453.52157728247414
612.0888466960836,453.37923688933444
612.7786907013865,453.1657734546494
612.9933570624438,453.0993477419933
612.8707667012293,453.13728179172
612.6856824755097,453.1945536323939
612.6277373204035,453.21248377508726
612.660406043314,453.2023747811069
612.7100637419248,453.18700929267237
612.7257055722484,453.1821700590334
612.7170006370357,453.18486396568795
612.7036755266291,453.1889855592624
612.6994486589118,453.19029003105334
612.7017666542346,453.1895717142211
612.7053506461407,453.188468978401
612.7065101621253,453.1881231635058
612.7058982515864,453.1883164633218
612.7049031264596,453.1886010558565
612.7045204234907,453.18867102847514
612.704661844271,453.18861229295214
612.7050535872818,453.18857771959904
612.7054172205065,453.18864600613597
612.7054614023863,453.18868906170184
612.7048930426832,453.1885432262847
612.7038233335336,453.18819949468536
612.7035015568138,453.18808422834
612.7053740329095,453.18869924288543
612.7092883765532,453.1900059500425
612.7105478214988,453.19042964306624
612.7036596557414,453.1881265468475
612.6890735021801,453.18324386067627
612.6842952414756,453.18164346890967
612.7098512227151,453.1901992657586
612.7642755699694,453.20842134562696
612.7823609428401,453.2144768335999
612.6874882681694,453.1827117889519
612.4844019630024,453.11471449593915
612.4159766386339,453.09180428662035
612.7681846109958,453.209730520383
613.5260014271748,453.4634627739605
613.7848236917121,453.5501216709991
612.4769366299822,453.11221478596616
609.141298888956,451.9952750886264
605.1274630851465,450.6507571917649
602.1208745170768,449.64252377124546
601.2043673521227,449.33337227002943
601.6446233044638,449.48012872246244
602.3677301101844,449.72597613725355
602.5992909694845,449.8114034081708
602.4764769228971,449.77304746179465
602.3091935191553,449.70366829962694
602.3053180122249,449.6730799223838
602.3591461574985,449.68057235182766
602.3049802766055,449.7119289476836
602.087394377973,449.7483205902841
601.9932249258521,449.7566018964651
602.3753697068827,449.7008758251555
603.249814137255,449.58606490702255
603.5764973856644,449.5450399445721
602.1092534601197,449.7356412356111
598.2703181489528,450.23016726760824
593.5977511201459,450.83013417772827
590.0470512239439,451.2836349408917
588.9163126440397,451.424502340402
589.402002110057,451.3606669023564
590.2815970203183,451.2547029401699
590.6359886274635,451.2246364852208
590.5256582709002,451.2446667302489
590.2084064096745,451.26002721166293
589.9285482334592,451.23854823048964
589.8864286250117,451.221739496601
590.2733895483477,451.26609246235626
591.0363535541329,451.3822772840481
591.3173630468683,451.43007327435924
590.093127474034,451.2382623087442
586.872383839098,450.72280285134434
582.9332849781003,450.0895850334053
579.9212728969044,449.6046822047069
578.9503541364651,449.4483584509733
579.3494824708017,449.51265083066744
580.0732687723363,449.62915238675106
580.3355451029312,449.67125120406695
580.2295306390799,449.65412169813936
580.0347377422265,449.62297489645107
579.9624224010868,449.6118487227371
579.9899751626108,449.6164989193087
580.0447416725178,449.6244892803354
580.070148411997,449.62664170431526
580.0652697531013,449.62505279213684
580.0412092136504,449.62425613548294
580.012329834183,449.6268394219596
580.0043870545592,449.62858918507993
580.0456219427774,449.62380725048
580.1355835517971,449.61130850594725
580.1725355059505,449.6058393600701
580.0324084815024,449.6256591159721
579.70160964337,449.6730559351952
579.560444331319,449.6933737045674
580.0769533581358,449.61927273256885
581.309646798497,449.44225930739765
581.8422384174271,449.36575502824127
579.9266012472045,449.6408641663318
574.6760786508155,450.39716099842894
568.3374463542301,451.3221778595363
563.8696696743981,452.0029762718998
563.1595106302914,452.16532770082836
564.1546548573591,452.0445982583863
563.8984440873288,451.9931484895449
560.4132596431339,452.25749592336507
555.3544154824298,452.6914052828787
551.2196977377218,453.05756234316004
549.8094787062765,453.1833752946634
550.3102257598957,453.1388317431071
